ID,Category,hiragana,katakana,Notation fluctuation,Notation fluctuation,Notation fluctuation,Notation fluctuation,Notation fluctuation,Notation fluctuation,,,,,,count,Embedding,<UnBasic>
32240,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32241,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32242,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32243,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32244,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32245,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32246,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32247,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32248,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32249,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32250,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32251,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32252,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32253,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32254,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32255,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32256,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32257,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32258,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32259,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32260,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32261,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32262,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32263,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32264,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32265,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32266,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32267,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32268,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32269,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32270,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32271,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32272,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32273,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32274,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32275,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32276,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32277,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32278,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32279,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32280,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32281,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32282,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32283,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32284,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32285,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32286,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32287,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32288,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32289,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32290,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32291,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32292,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32293,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32294,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32295,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32296,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32297,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32298,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32299,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32300,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32301,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32302,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32303,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32304,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32305,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32306,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32307,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32308,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32309,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32310,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32311,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32312,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32313,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32314,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32315,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32316,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32317,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32318,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32319,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32320,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32321,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32322,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32323,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32324,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32325,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32326,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32327,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32328,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32329,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32330,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32331,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32332,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32333,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32334,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32335,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32336,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32337,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32338,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32339,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32340,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32341,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32342,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32343,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32344,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32345,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32346,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32347,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32348,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32349,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32350,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32351,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32352,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32353,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32354,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32355,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32356,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32357,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32358,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32359,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32360,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32361,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32362,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32363,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32364,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32365,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32366,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32367,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32368,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32369,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32370,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32371,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32372,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32373,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32374,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32375,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32376,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32377,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32378,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32379,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32380,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32381,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32382,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32383,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32384,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32385,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32386,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32387,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32388,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32389,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32390,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32391,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32392,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32393,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32394,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32395,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32396,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32397,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32398,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32399,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32400,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32401,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32402,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32403,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32404,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32405,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32406,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32407,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32408,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32409,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32410,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32411,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32412,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32413,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32414,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32415,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32416,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32417,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32418,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32419,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32420,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32421,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32422,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32423,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32424,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32425,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32426,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32427,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32428,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32429,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32430,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32431,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32432,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32433,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32434,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32435,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32436,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32437,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32438,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32439,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32440,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32441,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32442,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32443,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32444,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32445,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32446,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32447,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32448,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32449,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32450,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32451,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32452,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32453,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32454,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32455,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32456,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32457,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32458,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32459,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32460,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32461,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32462,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32463,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32464,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32465,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32466,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32467,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32468,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32469,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32470,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32471,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32472,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32473,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32474,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32475,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32476,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32477,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32478,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32479,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32480,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32481,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32482,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32483,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32484,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32485,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32486,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32487,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32488,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32489,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32490,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32491,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32492,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32493,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32494,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32495,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32496,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32497,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32498,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32499,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32500,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32501,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32502,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32503,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32504,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32505,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32506,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32507,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32508,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32509,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32510,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32511,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32512,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32513,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32514,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32515,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32516,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32517,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32518,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32519,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32520,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32521,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32522,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32523,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32524,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32525,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32526,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32527,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32528,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32529,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32530,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32531,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32532,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32533,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32534,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32535,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32536,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32537,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32538,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32539,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32540,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32541,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32542,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32543,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32544,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32545,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32546,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32547,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32548,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32549,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32550,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32551,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32552,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32553,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32554,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32555,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32556,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32557,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32558,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32559,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32560,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32561,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32562,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32563,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32564,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32565,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32566,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32567,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32568,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32569,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32570,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32571,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32572,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32573,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32574,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32575,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32576,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32577,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32578,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32579,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32580,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32581,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32582,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32583,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32584,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32585,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32586,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32587,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32588,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32589,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32590,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32591,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32592,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32593,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32594,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32595,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32596,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32597,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32598,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32599,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32600,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32601,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32602,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32603,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32604,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32605,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32606,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32607,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32608,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32609,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32610,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32611,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32612,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32613,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32614,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32615,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32616,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32617,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32618,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32619,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32620,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32621,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32622,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32623,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32624,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
32625,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
